ac;ac_sn;;;;;;;;;;;;;;;;;;;;;;
VP-BJP;35299;;;;;;;;;;;;;;;;;;;;;;
VP-BKG;4878;;;;;;;;;;;;;;;;;;;;;;
VP-BOW;30040;;;;;;;;;;;;;;;;;;;;;;
VP-BOY;29435;;;;;;;;;;;;;;;;;;;;;;
VP-BPY;28247;;;;;;;;;;;;;;;;;;;;;;
VP-BRD;3120;;;;;;;;;;;;;;;;;;;;;;
VP-BSP;40872;;;;;;;;;;;;;;;;;;;;;;
VP-BSQ;60177;;;;;;;;;;;;;;;;;;;;;;
VP-BUA;979;;;;;;;;;;;;;;;;;;;;;;
VP-BUB;1002;;;;;;;;;;;;;;;;;;;;;;
VP-BUC;0635;;;;;;;;;;;;;;;;;;;;;;
VP-BUM;1361;;;;;;;;;;;;;;;;;;;;;;
VP-BUT;1266;;;;;;;;;;;;;;;;;;;;;;
VP-BVV;29200;;;;;;;;;;;;;;;;;;;;;;
VP-BWF;2144;;;;;;;;;;;;;;;;;;;;;;
VP-BYI;39403;;;;;;;;;;;;;;;;;;;;;;
VP-BYJ;38044;;;;;;;;;;;;;;;;;;;;;;
VP-BYU;1213;;;;;;;;;;;;;;;;;;;;;;
VP-BYV;1221;;;;;;;;;;;;;;;;;;;;;;
VP-BYW;41805;;;;;;;;;;;;;;;;;;;;;;
VP-BYX;41808;;;;;;;;;;;;;;;;;;;;;;
VP-BZT;35714;;;;;;;;;;;;;;;;;;;;;;
VP-BZU;35715;;;;;;;;;;;;;;;;;;;;;;
VP-BZV;35718;;;;;;;;;;;;;;;;;;;;;;
VP-BZY;35719;;;;;;;;;;;;;;;;;;;;;;
VP-CAL;40753;;;;;;;;;;;;;;;;;;;;;;
VP-CCE;5218;;;;;;;;;;;;;;;;;;;;;;
VP-CCU;34300;;;;;;;;;;;;;;;;;;;;;;
VP-CEK;4934;;;;;;;;;;;;;;;;;;;;;;
VP-CJQ;807;;;;;;;;;;;;;;;;;;;;;;
VP-CKN;6799;;;;;;;;;;;;;;;;;;;;;;
VP-CLP;3676;;;;;;;;;;;;;;;;;;;;;;
VP-CMC;4269;;;;;;;;;;;;;;;;;;;;;;
VP-CNE;4762;;;;;;;;;;;;;;;;;;;;;;
VP-CNF;5094;;;;;;;;;;;;;;;;;;;;;;
VP-CPE;5171;;;;;;;;;;;;;;;;;;;;;;
VP-CPI;5175;;;;;;;;;;;;;;;;;;;;;;
VP-CPJ;751;;;;;;;;;;;;;;;;;;;;;;
VP-CQL;3802;;;;;;;;;;;;;;;;;;;;;;
VP-CXC;2171;;;;;;;;;;;;;;;;;;;;;;
VP-CXD;2182;;;;;;;;;;;;;;;;;;;;;;
VP-CXE;2199;;;;;;;;;;;;;;;;;;;;;;
VP-CXF;1942;;;;;;;;;;;;;;;;;;;;;;
VP-CXG;1965;;;;;;;;;;;;;;;;;;;;;;
VP-CXH;3256;;;;;;;;;;;;;;;;;;;;;;
VP-CXI;3218;;;;;;;;;;;;;;;;;;;;;;
VP-CXJ;5716;;;;;;;;;;;;;;;;;;;;;;
VP-CXK;4055;;;;;;;;;;;;;;;;;;;;;;
VP-CXL;4735;;;;;;;;;;;;;;;;;;;;;;
VP-CXM;2776;;;;;;;;;;;;;;;;;;;;;;
VP-CXN;2569;;;;;;;;;;;;;;;;;;;;;;
VP-CXO;3868;;;;;;;;;;;;;;;;;;;;;;
VP-CXP;3889;;;;;;;;;;;;;;;;;;;;;;
VP-CXQ;3933;;;;;;;;;;;;;;;;;;;;;;
VP-CXR;3894;;;;;;;;;;;;;;;;;;;;;;
VP-CXS;3787;;;;;;;;;;;;;;;;;;;;;;
VP-CXT;3817;;;;;;;;;;;;;;;;;;;;;;
VP-CXV;3809;;;;;;;;;;;;;;;;;;;;;;
VP-CXW;3475;;;;;;;;;;;;;;;;;;;;;;
VP-CXX;3425;;;;;;;;;;;;;;;;;;;;;;
VP-CXY;3396;;;;;;;;;;;;;;;;;;;;;;
VP-CXZ;3361;;;;;;;;;;;;;;;;;;;;;;
VP-CYC;4061;;;;;;;;;;;;;;;;;;;;;;
VP-CYD;4699;;;;;;;;;;;;;;;;;;;;;;
VP-CYE;1866;;;;;;;;;;;;;;;;;;;;;;
VP-CYF;1872;;;;;;;;;;;;;;;;;;;;;;
VQ-BBL;40889;;;;;;;;;;;;;;;;;;;;;;
VQ-BBT;38033;;;;;;;;;;;;;;;;;;;;;;
VQ-BDD;37598;;;;;;;;;;;;;;;;;;;;;;
VQ-BDR;35828;;;;;;;;;;;;;;;;;;;;;;
VQ-BGL;32708;;;;;;;;;;;;;;;;;;;;;;
VQ-BGM;38043;;;;;;;;;;;;;;;;;;;;;;
VQ-BGP;32714;;;;;;;;;;;;;;;;;;;;;;
VQ-BMP;28617;;;;;;;;;;;;;;;;;;;;;;
VQ-BMW;32625;;;;;;;;;;;;;;;;;;;;;;
VQ-BOD;1233;;;;;;;;;;;;;;;;;;;;;;
VQ-BRT;7674;;;;;;;;;;;;;;;;;;;;;;
VQ-BSO;879;;;;;;;;;;;;;;;;;;;;;;
VQ-BTK;35302;;;;;;;;;;;;;;;;;;;;;;
VQ-BTQ;28207;;;;;;;;;;;;;;;;;;;;;;
VQ-BUD;27608;;;;;;;;;;;;;;;;;;;;;;
VQ-BUZ;27988;;;;;;;;;;;;;;;;;;;;;;
VQ-BXK;34432;;;;;;;;;;;;;;;;;;;;;;
VQ-BYZ;889;;;;;;;;;;;;;;;;;;;;;;
VQ-BZB;35783;;;;;;;;;;;;;;;;;;;;;;
VQ-BZC;32729;;;;;;;;;;;;;;;;;;;;;;
VT- IFW;5893;;;;;;;;;;;;;;;;;;;;;;
VT-AMD;4887;;;;;;;;;;;;;;;;;;;;;;
VT-APJ;4346;;;;;;;;;;;;;;;;;;;;;;
VT-ATB;6034;;;;;;;;;;;;;;;;;;;;;;
VT-ATD;10037;;;;;;;;;;;;;;;;;;;;;;
VT-ATE;9525;;;;;;;;;;;;;;;;;;;;;;
VT-ATF;6015;;;;;;;;;;;;;;;;;;;;;;
VT-ATG;10156;;;;;;;;;;;;;;;;;;;;;;
VT-ATH;10415;;;;;;;;;;;;;;;;;;;;;;
VT-ATJ;10520;;;;;;;;;;;;;;;;;;;;;;
VT-ATQ;5430;;;;;;;;;;;;;;;;;;;;;;
VT-AXI;36324;;;;;;;;;;;;;;;;;;;;;;
VT-AXJ;36325;;;;;;;;;;;;;;;;;;;;;;
VT-AXM;36326;;;;;;;;;;;;;;;;;;;;;;
VT-AXN;36327;;;;;;;;;;;;;;;;;;;;;;
VT-AXP;36328;;;;;;;;;;;;;;;;;;;;;;
VT-AXQ;36329;;;;;;;;;;;;;;;;;;;;;;
VT-AXR;36330;;;;;;;;;;;;;;;;;;;;;;
VT-AXT;36331;;;;;;;;;;;;;;;;;;;;;;
VT-AXU;36332;;;;;;;;;;;;;;;;;;;;;;
VT-AXW;36334;;;;;;;;;;;;;;;;;;;;;;
VT-AXX;36335;;;;;;;;;;;;;;;;;;;;;;
VT-AXZ;36336;;;;;;;;;;;;;;;;;;;;;;
VT-AYA;36337;;;;;;;;;;;;;;;;;;;;;;
VT-AYB;36338;;;;;;;;;;;;;;;;;;;;;;
VT-AYC;36339;;;;;;;;;;;;;;;;;;;;;;
VT-AYD;36340;;;;;;;;;;;;;;;;;;;;;;
VT-BKK;4314;;;;;;;;;;;;;;;;;;;;;;
VT-BOM;5007;;;;;;;;;;;;;;;;;;;;;;
VT-CID;7475;;;;;;;;;;;;;;;;;;;;;;
VT-CIE;7526;;;;;;;;;;;;;;;;;;;;;;
VT-CIF;7638;;;;;;;;;;;;;;;;;;;;;;
VT-CIG;7800;;;;;;;;;;;;;;;;;;;;;;
VT-CIH;8030;;;;;;;;;;;;;;;;;;;;;;
VT-CIM;8167;;;;;;;;;;;;;;;;;;;;;;
VT-CIN;8202;;;;;;;;;;;;;;;;;;;;;;
VT-CIO;8226;;;;;;;;;;;;;;;;;;;;;;
VT-CIP;8225;;;;;;;;;;;;;;;;;;;;;;
VT-CIQ;8267;;;;;;;;;;;;;;;;;;;;;;
VT-EDC;4201;;;;;;;;;;;;;;;;;;;;;;
VT-EDD;4212;;;;;;;;;;;;;;;;;;;;;;
VT-EDE;4236;;;;;;;;;;;;;;;;;;;;;;
VT-EDF;4237;;;;;;;;;;;;;;;;;;;;;;
VT-EXA;6446;;;;;;;;;;;;;;;;;;;;;;
VT-EXB;6690;;;;;;;;;;;;;;;;;;;;;;
VT-EXC;6715;;;;;;;;;;;;;;;;;;;;;;
VT-EXD;6724;;;;;;;;;;;;;;;;;;;;;;
VT-EXE;6803;;;;;;;;;;;;;;;;;;;;;;
VT-EXF;7459;;;;;;;;;;;;;;;;;;;;;;
VT-EXG;7568;;;;;;;;;;;;;;;;;;;;;;
VT-EXH;7764;;;;;;;;;;;;;;;;;;;;;;
VT-EXI;7776;;;;;;;;;;;;;;;;;;;;;;
VT-EXJ;7965;;;;;;;;;;;;;;;;;;;;;;
VT-EXK;7930;;;;;;;;;;;;;;;;;;;;;;
VT-EXL;7997;;;;;;;;;;;;;;;;;;;;;;
VT-EXM;8056;;;;;;;;;;;;;;;;;;;;;;
VT-EXN;8486;;;;;;;;;;;;;;;;;;;;;;
VT-EXO;8470;;;;;;;;;;;;;;;;;;;;;;
VT-EXP;8682;;;;;;;;;;;;;;;;;;;;;;
VT-EXQ;8770;;;;;;;;;;;;;;;;;;;;;;
VT-EXR;8917;;;;;;;;;;;;;;;;;;;;;;
VT-EXS;8862;;;;;;;;;;;;;;;;;;;;;;
VT-EXT;7559;;;;;;;;;;;;;;;;;;;;;;
VT-EXU;7616;;;;;;;;;;;;;;;;;;;;;;
VT-EXV;7662;;;;;;;;;;;;;;;;;;;;;;
VT-GHA;60694;;;;;;;;;;;;;;;;;;;;;;
VT-GHB;60695;;;;;;;;;;;;;;;;;;;;;;
VT-GHC;60696;;;;;;;;;;;;;;;;;;;;;;
VT-GHD;60697;;;;;;;;;;;;;;;;;;;;;;
VT-GHE;60698;;;;;;;;;;;;;;;;;;;;;;
VT-GHF;60699;;;;;;;;;;;;;;;;;;;;;;
VT-GHI;43898;;;;;;;;;;;;;;;;;;;;;;
VT-GHK;43902;;;;;;;;;;;;;;;;;;;;;;
VT-GWH;3201;;;;;;;;;;;;;;;;;;;;;;
VT-HKG;4936;;;;;;;;;;;;;;;;;;;;;;
VT-HYD;2612;;;;;;;;;;;;;;;;;;;;;;
VT-IAL;5992;;;;;;;;;;;;;;;;;;;;;;
VT-IDL;5120;;;;;;;;;;;;;;;;;;;;;;
VT-IDQ;2108;;;;;;;;;;;;;;;;;;;;;;
VT-IDX;4399;;;;;;;;;;;;;;;;;;;;;;
VT-IDY;4438;;;;;;;;;;;;;;;;;;;;;;
VT-IEG;4762;;;;;;;;;;;;;;;;;;;;;;
VT-IEI;4813;;;;;;;;;;;;;;;;;;;;;;
VT-IEJ;4818;;;;;;;;;;;;;;;;;;;;;;
VT-IEK;4868;;;;;;;;;;;;;;;;;;;;;;
VT-IEL;4888;;;;;;;;;;;;;;;;;;;;;;
VT-IEN;4954;;;;;;;;;;;;;;;;;;;;;;
VT-IEP;5027;;;;;;;;;;;;;;;;;;;;;;
VT-IEQ;5036;;;;;;;;;;;;;;;;;;;;;;
VT-IER;5076;;;;;;;;;;;;;;;;;;;;;;
VT-IET;5094;;;;;;;;;;;;;;;;;;;;;;
VT-IFC;5291;;;;;;;;;;;;;;;;;;;;;;
VT-IFF;5365;;;;;;;;;;;;;;;;;;;;;;
VT-IFJ;5473;;;;;;;;;;;;;;;;;;;;;;
VT-IFO;5641;;;;;;;;;;;;;;;;;;;;;;
VT-IFT;5744;;;;;;;;;;;;;;;;;;;;;;
VT-IFU;5807;;;;;;;;;;;;;;;;;;;;;;
VT-IFW;5893;;;;;;;;;;;;;;;;;;;;;;
VT-IFX;5898;;;;;;;;;;;;;;;;;;;;;;
VT-IFY;05923;;;;;;;;;;;;;;;;;;;;;;
VT-IHK;2609;;;;;;;;;;;;;;;;;;;;;;
VT-IHL;2626;;;;;;;;;;;;;;;;;;;;;;
VT-IHR;5218;;;;;;;;;;;;;;;;;;;;;;
VT-IMP;3232;;;;;;;;;;;;;;;;;;;;;;
VT-INZ;3943;;;;;;;;;;;;;;;;;;;;;;
VT-ITA;6744;;;;;;;;;;;;;;;;;;;;;;
VT-ITC;6799;;;;;;;;;;;;;;;;;;;;;;
VT-ITD;6819;;;;;;;;;;;;;;;;;;;;;;
VT-ITE;6849;;;;;;;;;;;;;;;;;;;;;;
VT-ITF;6860;;;;;;;;;;;;;;;;;;;;;;
VT-ITG;6868;;;;;;;;;;;;;;;;;;;;;;
VT-ITI;6952;;;;;;;;;;;;;;;;;;;;;;
VT-IXR;3758;;;;;;;;;;;;;;;;;;;;;;
VT-JPR;3536;;;;;;;;;;;;;;;;;;;;;;
VT-JRT;3448;;;;;;;;;;;;;;;;;;;;;;
VT-KOC;3427;;;;;;;;;;;;;;;;;;;;;;
VT-KTM;5716;;;;;;;;;;;;;;;;;;;;;;
VT-KUL;3370;;;;;;;;;;;;;;;;;;;;;;
VT-MAX;60644;;;;;;;;;;;;;;;;;;;;;;
VT-MLE;3306;;;;;;;;;;;;;;;;;;;;;;
VT-MXA;64505;;;;;;;;;;;;;;;;;;;;;;
VT-MXB;64056;;;;;;;;;;;;;;;;;;;;;;
VT-MXC;60645;;;;;;;;;;;;;;;;;;;;;;
VT-MXD;64938;;;;;;;;;;;;;;;;;;;;;;
VT-MXE;64939;;;;;;;;;;;;;;;;;;;;;;
VT-MXF;64507;;;;;;;;;;;;;;;;;;;;;;
VT-MXG;64508;;;;;;;;;;;;;;;;;;;;;;
VT-MXH;60646;;;;;;;;;;;;;;;;;;;;;;
VT-MXI;64940;;;;;;;;;;;;;;;;;;;;;;
VT-MXJ;64509;;;;;;;;;;;;;;;;;;;;;;
VT-MXK;60224;;;;;;;;;;;;;;;;;;;;;;
VT-MXX;60184;;;;;;;;;;;;;;;;;;;;;;
VT-NAG;3750;;;;;;;;;;;;;;;;;;;;;;
VT-PNQ;2842;;;;;;;;;;;;;;;;;;;;;;
VT-PPH;3498;;;;;;;;;;;;;;;;;;;;;;
VT-PPI;3557;;;;;;;;;;;;;;;;;;;;;;
VT-PPJ;3537;;;;;;;;;;;;;;;;;;;;;;
VT-PPK;3619;;;;;;;;;;;;;;;;;;;;;;
VT-PPL;3752;;;;;;;;;;;;;;;;;;;;;;
VT-PPM;3792;;;;;;;;;;;;;;;;;;;;;;
VT-PPO;4002;;;;;;;;;;;;;;;;;;;;;;
VT-PPQ;4009;;;;;;;;;;;;;;;;;;;;;;
VT-PPT;4078;;;;;;;;;;;;;;;;;;;;;;
VT-PPU;4096;;;;;;;;;;;;;;;;;;;;;;
VT-PPV;4138;;;;;;;;;;;;;;;;;;;;;;
VT-PPW;4155;;;;;;;;;;;;;;;;;;;;;;
VT-PPX;4280;;;;;;;;;;;;;;;;;;;;;;
VT-RED;5824;;;;;;;;;;;;;;;;;;;;;;
VT-SCB;2624;;;;;;;;;;;;;;;;;;;;;;
VT-SCC;2629;;;;;;;;;;;;;;;;;;;;;;
VT-SCF;2907;;;;;;;;;;;;;;;;;;;;;;
VT-SCG;3271;;;;;;;;;;;;;;;;;;;;;;
VT-SCH;3288;;;;;;;;;;;;;;;;;;;;;;
VT-SCJ;3305;;;;;;;;;;;;;;;;;;;;;;
VT-SCL;3551;;;;;;;;;;;;;;;;;;;;;;
VT-SCM;3620;;;;;;;;;;;;;;;;;;;;;;
VT-SCN;3687;;;;;;;;;;;;;;;;;;;;;;
VT-SCP;3874;;;;;;;;;;;;;;;;;;;;;;
VT-SCQ;3918;;;;;;;;;;;;;;;;;;;;;;
VT-SCR;3970;;;;;;;;;;;;;;;;;;;;;;
VT-SCS;4020;;;;;;;;;;;;;;;;;;;;;;
VT-SCT;4029;;;;;;;;;;;;;;;;;;;;;;
VT-SCU;4052;;;;;;;;;;;;;;;;;;;;;;
VT-SCV;4089;;;;;;;;;;;;;;;;;;;;;;
VT-SFB;29042;;;;;;;;;;;;;;;;;;;;;;
VT-SFD;30512;;;;;;;;;;;;;;;;;;;;;;
VT-SFE;29084;;;;;;;;;;;;;;;;;;;;;;
VT-SFF;30474;;;;;;;;;;;;;;;;;;;;;;
VT-SFG;30475;;;;;;;;;;;;;;;;;;;;;;
VT-SGG;36368;;;;;;;;;;;;;;;;;;;;;;
VT-SGH;36369;;;;;;;;;;;;;;;;;;;;;;
VT-SGJ;29641;;;;;;;;;;;;;;;;;;;;;;
VT-SGK;33019;;;;;;;;;;;;;;;;;;;;;;
VT-SGQ;37365;;;;;;;;;;;;;;;;;;;;;;
VT-SGV;37362;;;;;;;;;;;;;;;;;;;;;;
VT-SGX;37751;;;;;;;;;;;;;;;;;;;;;;
VT-SGY;37765;;;;;;;;;;;;;;;;;;;;;;
VT-SGZ;39423;;;;;;;;;;;;;;;;;;;;;;
VT-SLA;34759;;;;;;;;;;;;;;;;;;;;;;
VT-SLB;34760;;;;;;;;;;;;;;;;;;;;;;
VT-SLC;34956;;;;;;;;;;;;;;;;;;;;;;
VT-SLD;34957;;;;;;;;;;;;;;;;;;;;;;
VT-SLE;35224;;;;;;;;;;;;;;;;;;;;;;
VT-SLF;33593;;;;;;;;;;;;;;;;;;;;;;
VT-SLG;33594;;;;;;;;;;;;;;;;;;;;;;
VT-SLH;33597;;;;;;;;;;;;;;;;;;;;;;
VT-SLI;35094;;;;;;;;;;;;;;;;;;;;;;
VT-SLJ;34273;;;;;;;;;;;;;;;;;;;;;;
VT-SLL;34274;;;;;;;;;;;;;;;;;;;;;;
VT-SLM;35063;;;;;;;;;;;;;;;;;;;;;;
VT-SLN;35284;;;;;;;;;;;;;;;;;;;;;;
VT-SLO;30721;;;;;;;;;;;;;;;;;;;;;;
VT-SLP;36118;;;;;;;;;;;;;;;;;;;;;;
VT-SPF;34896;;;;;;;;;;;;;;;;;;;;;;
VT-SPK;34898;;;;;;;;;;;;;;;;;;;;;;
VT-SPP;35217;;;;;;;;;;;;;;;;;;;;;;
VT-SPU;34953;;;;;;;;;;;;;;;;;;;;;;
VT-SXA;34804;;;;;;;;;;;;;;;;;;;;;;
VT-SXB;34399;;;;;;;;;;;;;;;;;;;;;;
VT-SXC;34400;;;;;;;;;;;;;;;;;;;;;;
VT-SXD;34801;;;;;;;;;;;;;;;;;;;;;;
VT-SXE;34802;;;;;;;;;;;;;;;;;;;;;;
VT-SYA;34799;;;;;;;;;;;;;;;;;;;;;;
VT-SYB;34800;;;;;;;;;;;;;;;;;;;;;;
VT-SYC;35082;;;;;;;;;;;;;;;;;;;;;;
VT-SYD;35099;;;;;;;;;;;;;;;;;;;;;;
VT-SYE;35106;;;;;;;;;;;;;;;;;;;;;;
VT-SYF;34797;;;;;;;;;;;;;;;;;;;;;;
VT-SYG;34798;;;;;;;;;;;;;;;;;;;;;;
VT-SYH;42799;;;;;;;;;;;;;;;;;;;;;;
VT-SYI;33555;;;;;;;;;;;;;;;;;;;;;;
VT-SYJ;33556;;;;;;;;;;;;;;;;;;;;;;
VT-SYK;30410;;;;;;;;;;;;;;;;;;;;;;
VT-SYL;30412;;;;;;;;;;;;;;;;;;;;;;
VT-SYM;29685;;;;;;;;;;;;;;;;;;;;;;
VT-SYN;42804;;;;;;;;;;;;;;;;;;;;;;
VT-SYO;33025;;;;;;;;;;;;;;;;;;;;;;
VT-SYP;33026;;;;;;;;;;;;;;;;;;;;;;
VT-SYQ;39057;;;;;;;;;;;;;;;;;;;;;;
VT-SYR;39062;;;;;;;;;;;;;;;;;;;;;;
VT-SYS;39064;;;;;;;;;;;;;;;;;;;;;;
VT-SYT;34805;;;;;;;;;;;;;;;;;;;;;;
VT-SYU;34806;;;;;;;;;;;;;;;;;;;;;;
VT-SYV;38030;;;;;;;;;;;;;;;;;;;;;;
VT-SYW;36694;;;;;;;;;;;;;;;;;;;;;;
VT-SYX;36695;;;;;;;;;;;;;;;;;;;;;;
VT-SYY;36698;;;;;;;;;;;;;;;;;;;;;;
VT-SYZ;34803;;;;;;;;;;;;;;;;;;;;;;
VT-SZA;39424;;;;;;;;;;;;;;;;;;;;;;
VT-SZB;39427;;;;;;;;;;;;;;;;;;;;;;
VT-SZI;37364;;;;;;;;;;;;;;;;;;;;;;
VT-SZJ;41397;;;;;;;;;;;;;;;;;;;;;;
VT-SZK;41398;;;;;;;;;;;;;;;;;;;;;;
VT-SZL;34961;;;;;;;;;;;;;;;;;;;;;;
VT-SZM;37772;;;;;;;;;;;;;;;;;;;;;;
VT-SZN;41435;;;;;;;;;;;;;;;;;;;;;;
VT-TGA;39053;;;;;;;;;;;;;;;;;;;;;;
VT-TGB;39058;;;;;;;;;;;;;;;;;;;;;;
VT-TGC;39069;;;;;;;;;;;;;;;;;;;;;;
VT-TGD;37960;;;;;;;;;;;;;;;;;;;;;;
VT-TGE;39061;;;;;;;;;;;;;;;;;;;;;;
VT-TGF;42805;;;;;;;;;;;;;;;;;;;;;;
VT-TGG;39065;;;;;;;;;;;;;;;;;;;;;;
VT-TGH;39066;;;;;;;;;;;;;;;;;;;;;;
VT-TGI;39401;;;;;;;;;;;;;;;;;;;;;;
VT-TTJ;6865;;;;;;;;;;;;;;;;;;;;;;
VT-TTK;7100;;;;;;;;;;;;;;;;;;;;;;
VT-TTL;7163;;;;;;;;;;;;;;;;;;;;;;
VT-TTN;7347;;;;;;;;;;;;;;;;;;;;;;
VT-VJO;939;;;;;;;;;;;;;;;;;;;;;;
VT-VNS;6178;;;;;;;;;;;;;;;;;;;;;;
VT-VTZ;4379;;;;;;;;;;;;;;;;;;;;;;
YA-CAQ;0496;;;;;;;;;;;;;;;;;;;;;;
YA-CAV;0497;;;;;;;;;;;;;;;;;;;;;;
YA-FGA;29074;;;;;;;;;;;;;;;;;;;;;;
YA-KMH;0387;;;;;;;;;;;;;;;;;;;;;;
YA-KMU;0302;;;;;;;;;;;;;;;;;;;;;;
YA-PIC;26088;;;;;;;;;;;;;;;;;;;;;;
YA-PID;26085;;;;;;;;;;;;;;;;;;;;;;
YI-AQM;26235;;;;;;;;;;;;;;;;;;;;;;
YI-AQY;1339;;;;;;;;;;;;;;;;;;;;;;
YI-AQZ;40993;;;;;;;;;;;;;;;;;;;;;;
YI-ARB;5290;;;;;;;;;;;;;;;;;;;;;;
YI-BAF;35064;;;;;;;;;;;;;;;;;;;;;;
YR-ASA;2931;;;;;;;;;;;;;;;;;;;;;;
YR-ASB;2955;;;;;;;;;;;;;;;;;;;;;;
YR-ASC;3220;;;;;;;;;;;;;;;;;;;;;;
YR-ASD;3225;;;;;;;;;;;;;;;;;;;;;;
YU-APB;2296;;;;;;;;;;;;;;;;;;;;;;
YU-ARA;885;;;;;;;;;;;;;;;;;;;;;;
ZA-ASM;3676;;;;;;;;;;;;;;;;;;;;;;
ZA-BBC;3567;;;;;;;;;;;;;;;;;;;;;;
ZA-BEL;3142;;;;;;;;;;;;;;;;;;;;;;
ZA-MMK;4934;;;;;;;;;;;;;;;;;;;;;;
